Source page: http://data1.cde.ca.gov/dataquest/Acnt2011/2010Base_Co.aspx?cYear=&cSelect=38,SAN,FRANCISCO,,,,,,,,,,
col_link,col_link/_text,col_link/_title,links,links/_text,links/_title,col_number_1,col_number_2,ranks_value_1,ranks_value_2,targets_value_1,targets_value_2,links_numbers
,,,http://www.cde.ca.gov/ta/ac/ap/glossary11b.asp#ga2; http://www.cde.ca.gov/ta/ac/ap/glossary11b.asp#ga3; http://www.cde.ca.gov/ta/ac/ap/glossary11b.asp#ga4; http://www.cde.ca.gov/ta/ac/ap/glossary11b.asp#ga5; http://www.cde.ca.gov/ta/ac/ap/glossary11b.asp#ga6; http://www.cde.ca.gov/ta/ac/ap/glossary11b.asp#ga7,Number of Students Included in the 2010 API; 2010 Base API; 2010 Statewide Rank; 2010 Similar Schools Rank; 2010 -11 Growth Target; 2011 API Target,,,,,,,,2010; 2010; 2010; 2010; 2010; -11; 2011
http://data1.cde.ca.gov/dataquest/Acnt2011/2010Base_DstAPI.aspx?cYear=2010-11&allcds=3810389&cChoice=2009BApiD,San Francisco County Office of,,,,,321,414,B,B,B,B,
http://data1.cde.ca.gov/dataquest/Acnt2011/Flag09BaseSch.aspx?flag=6&allcds=38103896069561,San Francisco County Special Education,,,,,,,,,,,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38103893830445,Civic Center Secondary,,,,,39,552,B,B,12,564,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38103893830361,San Francisco County Court Woodside Lear,,,,,35,372,B,B,21,393,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38103893830395,San Francisco County Opportunity,,,,,11,447,B,B,18,465,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010Base_DstAPI.aspx?cYear=2010-11&allcds=3868478&cChoice=2009BApiD,San Francisco Unified,,,,,37235,791,B,B,B,B,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040695,Alamo Elementary,,,,,351,923,10,6,A,A,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786113245,Alice Fong Yu Elementary,,,,,420,947,10,8,A,A,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040703,Alvarado Elementary,,,,,324,836,7,6,A,A,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040737,Argonne Elementary,,,,,265,888,9,5,A,A,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040752,Bessie Carmichael/FEC,,,,,463,749,3,2,5,754,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040760,Bret Harte Elementary,,,,,153,627,1,1,9,636,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040778,Bryant Elementary,,,,,150,696,1,1,5,701,
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786072094,Buena Vista,,,,,229,776,4,3,5,781
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786041149,Cesar Chavez Elementary,,,,,302,685,1,1,6,691
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786104673,Charles Drew College Preparatory Academy,,,,,109,710,1,4,5,715
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786102479,Claire Lilienthal Elementary,,,,,495,900,9,5,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040828,Clarendon Alternative Elementary,,,,,344,944,10,5,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040836,Cleveland Elementary,,,,,177,664,1,1,7,671
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040851,Commodore Sloat Elementary,,,,,233,882,9,7,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786112601,Creative Arts Charter,,,,,179,771,4,1,5,776
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684780111427,Dianne Feinstein Elementary,,,,,253,861,8,2,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040943,Edward R. Taylor Elementary,,,,,419,855,8,7,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040950,El Dorado Elementary,,,,,162,715,2,2,5,720
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786040984,Fairmount Elementary,,,,,224,765,4,2,5,770
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786041008,Francis Scott Key Elementary,,,,,311,882,9,8,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786041016,Frank McCoppin Elementary,,,,,146,841,7,4,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786041040,Garfield Elementary,,,,,145,835,7,4,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786041065,George Peabody Elementary,,,,,141,886,9,9,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786099154,George R. Moscone Elementary,,,,,208,843,7,9,A,A
http://data1.cde.ca.gov/dataquest/Acnt2011/2010BaseSch.aspx?cYear=2010-11&allcds=38684786093496,George Washington Carver Elementary,,,,,158,701,1,5,5,706
