Source page: http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009Base_Co.aspx?cYear=&cSelect=38,SAN,FRANCISCO,,,,,,,,,,
col_link,col_link/_text,col_link/_title,links,links/_text,links/_title,col_number_1,col_number_2,ranks_value_1,ranks_value_2,targets_value_1,targets_value_2,links_numbers
,,,http://www.cde.ca.gov/ta/ac/ap/glossary10b.asp#ga2; http://www.cde.ca.gov/ta/ac/ap/glossary10b.asp#ga3; http://www.cde.ca.gov/ta/ac/ap/glossary10b.asp#ga4; http://www.cde.ca.gov/ta/ac/ap/glossary10b.asp#ga5; http://www.cde.ca.gov/ta/ac/ap/glossary10b.asp#ga6; http://www.cde.ca.gov/ta/ac/ap/glossary10b.asp#ga7,Number of Students Included in the 2009 API; 2009 Base API; 2009 Statewide Rank; 2009 Similar Schools Rank; 2009 -10 Growth Target; 2010 API Target,,,,,,,,2009; 2009; 2009; 2009; 2009; -10; 2010
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009Base_DstAPI.aspx?cYear=2009-10&allcds=3810389&cChoice=2009BApiD,San Francisco County Office of,,,,,388,388,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/Flag08BaseSch.aspx?flag=6&allcds=38103896069561,San Francisco County Special Education,,,,,,,,,,,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38103893830445,San Francisco County Community,,,,,30,332,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38103893830361,San Francisco County Court Woodside Lear,,,,,31,396,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38103893830395,San Francisco County Opportunity,,,,,18,474,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009Base_DstAPI.aspx?cYear=2009-10&allcds=3868478&cChoice=2009BApiD,San Francisco Unified,,,,,37710,775,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040695,Alamo Elementary,,,,,385,913,10,5,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786113245,Alice Fong Yu Elementary,,,,,419,951,10,10,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040703,Alvarado Elementary,,,,,313,815,7,6,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040737,Argonne Elementary,,,,,259,869,9,6,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040752,Bessie Carmichael/FEX,,,,,404,749,3,5,5,754,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040760,Bret Harte Elementary,,,,,162,613,1,1,9,622,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040778,Bryant Elementary,,,,,147,667,1,2,7,674,
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786072094,Buena Vista,,,,,229,738,3,1,5,743
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786041149,Cesar Chavez Elementary,,,,,284,656,1,1,7,663
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786102479,Claire Lilienthal Elementary,,,,,498,911,10,9,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040828,Clarendon Alternative Elementary,,,,,339,950,10,8,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040836,Cleveland Elementary,,,,,177,683,1,1,6,689
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040851,Commodore Sloat Elementary,,,,,234,871,9,8,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786112601,Creative Arts Charter,,,,,167,762,4,1,5,767
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684780111427,Dianne Feinstein Elementary,,,,,209,853,8,1,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040943,Edward R. Taylor Elementary,,,,,423,865,8,10,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040950,El Dorado Elementary,,,,,151,691,1,1,5,696
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786040984,Fairmount Elementary,,,,,215,687,1,1,6,693
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786041008,Francis Scott Key Elementary,,,,,316,877,9,9,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786041016,Frank McCoppin Elementary,,,,,143,827,7,5,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786041040,Garfield Elementary,,,,,141,812,6,4,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786041065,George Peabody Elementary,,,,,137,873,9,9,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786099154,George R. Moscone Elementary,,,,,216,844,8,10,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786093496,George Washington Carver Elementary,,,,,155,667,1,2,7,674
http://data1.cde.ca.gov/dataquest/AcntRpt2010/2009BaseSch.aspx?cYear=2009-10&allcds=38684786041073,Glen Park Elementary,,,,,194,784,5,7,5,789
