Source page: http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008Base_Co.aspx?cYear=&cSelect=38,SAN,FRANCISCO,,,,,,,,,,
col_link,col_link/_text,col_link/_title,links,links/_text,links/_title,col_number_1,col_number_2,ranks_value_1,ranks_value_2,targets_value_1,targets_value_2,links_numbers
,,,http://www.cde.ca.gov/ta/ac/ap/glossary09b.asp#ga2; http://www.cde.ca.gov/ta/ac/ap/glossary09b.asp#ga3; http://www.cde.ca.gov/ta/ac/ap/glossary09b.asp#ga4; http://www.cde.ca.gov/ta/ac/ap/glossary09b.asp#ga5; http://www.cde.ca.gov/ta/ac/ap/glossary09b.asp#ga6; http://www.cde.ca.gov/ta/ac/ap/glossary09b.asp#ga7,Number of Students Included in the 2008 API; 2008 Base API; 2008 Statewide Rank; 2008 Similar Schools Rank; 2008-09 Growth Target; 2009 API Target,,,,,,,,2008; 2008; 2008; 2008; 2008; 9; 2009
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008Base_DstAPI.aspx?cYear=2008-09&allcds=3810389&cChoice=2008BApiD,San Francisco County Office of,,,,,413,418,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38103896069561,San Francisco County Special Education,,,,,124,373,C,C,C,C,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38103893830445,San Francisco County Community,,,,,29,487,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/Flag08BaseSch.aspx?flag=4&allcds=38103893830361,San Francisco County Court Woodside Lear,,,,,,,,,,,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38103893830395,San Francisco County Opportunity,,,,,25,485,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008Base_DstAPI.aspx?cYear=2008-09&allcds=3868478&cChoice=2008BApiD,San Francisco Unified,,,,,37209,772,B,B,B,B,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040695,Alamo Elementary,,,,,416,897,10,7,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786113245,Alice Fong Yu Elementary,,,,,429,946,10,10,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040703,Alvarado Elementary,,,,,306,819,7,8,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040737,Argonne Elementary,,,,,252,871,9,8,A,A,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040752,Bessie Carmichael/FEX,,,,,371,749,4,5,5,754,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040760,Bret Harte Elementary,,,,,155,623,1,1,9,632,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040778,Bryant Elementary,,,,,147,667,1,1,7,674,
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786072094,Buena Vista,,,,,245,645,1,1,8,653
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786041149,Cesar Chavez Elementary,,,,,271,646,1,1,8,654
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786102479,Claire Lilienthal Elementary,,,,,508,889,9,7,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040828,Clarendon Alternative Elementary,,,,,366,926,10,9,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040836,Cleveland Elementary,,,,,183,654,1,1,7,661
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040851,Commodore Sloat Elementary,,,,,236,848,8,3,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786112601,Creative Arts Charter,,,,,168,781,6,2,5,786
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040893,Daniel Webster Elementary,,,,,113,616,1,1,9,625
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684780111427,Dianne Feinstein Elementary,,,,,126,843,8,2,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040943,Edward R. Taylor Elementary,,,,,431,844,8,9,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040950,El Dorado Elementary,,,,,144,721,3,3,5,726
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786040984,Fairmount Elementary,,,,,212,718,3,2,5,723
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786041008,Francis Scott Key Elementary,,,,,326,847,8,6,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786041016,Frank McCoppin Elementary,,,,,139,813,7,5,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786041040,Garfield Elementary,,,,,142,850,8,9,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786041065,George Peabody Elementary,,,,,135,844,8,9,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786099154,George R. Moscone Elementary,,,,,219,855,9,10,A,A
http://data1.cde.ca.gov/dataquest/AcntRpt2009/2008BaseSch.aspx?cYear=2008-09&allcds=38684786093496,George Washington Carver Elementary,,,,,143,678,1,5,6,684
